case_title,case_id,transaction_idhmcts,venue,jurisdiction,service,case_type,hearing_type,priority,status,ticket_type,waiting_time,reason,duration,hearing_channel,private_hearing,listing_team
PERF0087,PERF-0087,PERF0087,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0088,PERF-0088,PERF0088,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0089,PERF-0089,PERF0089,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0090,PERF-0090,PERF0090,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0091,PERF-0091,PERF0091,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0092,PERF-0092,PERF0092,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0093,PERF-0093,PERF0093,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0094,PERF-0094,PERF0094,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0095,PERF-0095,PERF0095,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0096,PERF-0096,PERF0096,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0097,PERF-0097,PERF0097,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0098,PERF-0098,PERF0098,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0099,PERF-0099,PERF0099,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0100,PERF-0100,PERF0100,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0101,PERF-0101,PERF0101,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0102,PERF-0102,PERF0102,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0103,PERF-0103,PERF0103,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0104,PERF-0104,PERF0104,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0105,PERF-0105,PERF0105,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0106,PERF-0106,PERF0106,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0107,PERF-0107,PERF0107,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0108,PERF-0108,PERF0108,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0109,PERF-0109,PERF0109,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0110,PERF-0110,PERF0110,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0111,PERF-0111,PERF0111,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0112,PERF-0112,PERF0112,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0113,PERF-0113,PERF0113,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0114,PERF-0114,PERF0114,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0115,PERF-0115,PERF0115,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0116,PERF-0116,PERF0116,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0117,PERF-0117,PERF0117,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0118,PERF-0118,PERF0118,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0119,PERF-0119,PERF0119,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0120,PERF-0120,PERF0120,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0121,PERF-0121,PERF0121,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0122,PERF-0122,PERF0122,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0123,PERF-0123,PERF0123,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0124,PERF-0124,PERF0124,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0125,PERF-0125,PERF0125,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0126,PERF-0126,PERF0126,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0127,PERF-0127,PERF0127,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0128,PERF-0128,PERF0128,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0129,PERF-0129,PERF0129,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0130,PERF-0130,PERF0130,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0131,PERF-0131,PERF0131,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0132,PERF-0132,PERF0132,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0133,PERF-0133,PERF0133,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0134,PERF-0134,PERF0134,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0135,PERF-0135,PERF0135,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0136,PERF-0136,PERF0136,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0137,PERF-0137,PERF0137,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0138,PERF-0138,PERF0138,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0139,PERF-0139,PERF0139,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0140,PERF-0140,PERF0140,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0141,PERF-0141,PERF0141,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0142,PERF-0142,PERF0142,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0143,PERF-0143,PERF0143,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0144,PERF-0144,PERF0144,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0145,PERF-0145,PERF0145,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0146,PERF-0146,PERF0146,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0147,PERF-0147,PERF0147,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0148,PERF-0148,PERF0148,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0149,PERF-0149,PERF0149,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0150,PERF-0150,PERF0150,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0151,PERF-0151,PERF0151,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0152,PERF-0152,PERF0152,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0153,PERF-0153,PERF0153,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0154,PERF-0154,PERF0154,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0155,PERF-0155,PERF0155,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0156,PERF-0156,PERF0156,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0157,PERF-0157,PERF0157,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0158,PERF-0158,PERF0158,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0159,PERF-0159,PERF0159,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0160,PERF-0160,PERF0160,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0161,PERF-0161,PERF0161,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0162,PERF-0162,PERF0162,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0163,PERF-0163,PERF0163,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0164,PERF-0164,PERF0164,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0165,PERF-0165,PERF0165,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0166,PERF-0166,PERF0166,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0167,PERF-0167,PERF0167,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0168,PERF-0168,PERF0168,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0169,PERF-0169,PERF0169,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0170,PERF-0170,PERF0170,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0171,PERF-0171,PERF0171,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0172,PERF-0172,PERF0172,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0173,PERF-0173,PERF0173,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0174,PERF-0174,PERF0174,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0175,PERF-0175,PERF0175,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0176,PERF-0176,PERF0176,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0177,PERF-0177,PERF0177,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0178,PERF-0178,PERF0178,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0179,PERF-0179,PERF0179,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0180,PERF-0180,PERF0180,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0181,PERF-0181,PERF0181,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0182,PERF-0182,PERF0182,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0183,PERF-0183,PERF0183,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0184,PERF-0184,PERF0184,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0185,PERF-0185,PERF0185,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0186,PERF-0186,PERF0186,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0187,PERF-0187,PERF0187,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0188,PERF-0188,PERF0188,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0189,PERF-0189,PERF0189,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0190,PERF-0190,PERF0190,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0191,PERF-0191,PERF0191,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0192,PERF-0192,PERF0192,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0193,PERF-0193,PERF0193,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0194,PERF-0194,PERF0194,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0195,PERF-0195,PERF0195,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0196,PERF-0196,PERF0196,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0197,PERF-0197,PERF0197,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0198,PERF-0198,PERF0198,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0199,PERF-0199,PERF0199,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0200,PERF-0200,PERF0200,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0201,PERF-0201,PERF0201,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0202,PERF-0202,PERF0202,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0203,PERF-0203,PERF0203,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0204,PERF-0204,PERF0204,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0205,PERF-0205,PERF0205,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
PERF0206,PERF-0206,PERF0206,Manchester,String,CFT,THEFT,Civil,High,String,String,55,String,30,Online Streaming,TRUE,Team A
